content,timestamp,platform,stock_name,label
구경할때마다 똑같아,2025-02-18T09:29:11+09:00,toss,삼성전자,
예언 하나 한다 8400 찍는 순간 다시 7500원 된다,2024-06-14T10:58:58+09:00,toss,삼성전자,
술값,2024-11-18T12:01:19+09:00,toss,삼성전자,
인텔이 삼성과 파운드리 동맹을 맺으려는 중요한 배경에 미국 정부의 대대적 지원이 자리하고 있을 것이라는 분석이 나온다 인텔 파운드리는 지속되는 적자로 지난 9월 인텔에서 분사하기로 결정이 난 상태다 하지만 인텔은 그동안 막대한 보조금을 미국 정부로부터 받기로 했다,2024-10-22T08:45:31+09:00,toss,삼성전자,
안떨어지면 다행 이지머,2025-01-31T14:52:41+09:00,toss,삼성전자,
흔들리지 말라,2023-07-18T13:25:27+09:00,toss,삼성전자,
오  오르네,2024-12-05T09:31:20+09:00,toss,삼성전자,
다른 국내주 보니 삼전은 평소수준으로 보이는  유입주 들어올때 좀더 사서 평단 낮춰둬야겠네여,2025-01-31T13:01:25+09:00,toss,삼성전자,
"화이팅 끝까지 가면 결국 삼성이 이깁니다
우리나라 대표기업 삼성 화이팅
존버들 하세요",2024-10-22T14:13:58+09:00,toss,삼성전자,
다음 배당금 일정 어땋게 되나요,2024-10-24T16:48:21+09:00,toss,삼성전자,
갑니다,2024-03-08T09:51:48+09:00,toss,삼성전자,
살려줘,2024-11-18T12:05:58+09:00,toss,삼성전자,
끝이없노,2024-09-25T14:22:35+09:00,toss,삼성전자,
내릴때마다 추매,2024-05-31T10:43:50+09:00,toss,삼성전자,
"Sk한테 발리고
자존심도 상하다못해
언론 플레이 마져
없다면

삼성은 일본의 잃어버린 30년처럼 
지들 쳐 먹을건 만들었으니

이걸로 끝인가",2024-05-27T11:19:53+09:00,toss,삼성전자,
Hbm 박사급 개발인력은 다 하닉갔고,2024-09-23T12:32:57+09:00,toss,삼성전자,
와  신경전 대박이네,2024-11-19T11:46:05+09:00,toss,삼성전자,
우와 떨구는거 가속붙었네,2024-11-13T13:46:09+09:00,toss,삼성전자,
"여러분 지금 전시상황과 같습니다
내일 서울에 미사일이 포격해도
당연한 나라가 되버렸어요
전시 상황에선 수장을 갈아치워야 합니다",2024-11-13T15:49:01+09:00,toss,삼성전자,
수고 낼 5프로,2024-10-28T13:18:36+09:00,toss,삼성전자,
어차피 금투세 해도 지금 이미 선반영 아님,2024-11-05T10:48:25+09:00,toss,삼성전자,
불탔나요,2024-11-12T12:16:04+09:00,toss,삼성전자,
2만전자쯤 오면 사볼까고민할듯한데,2024-11-12T12:57:05+09:00,toss,삼성전자,
오늘 또 외인 단타각이네,2024-11-19T10:19:38+09:00,toss,삼성전자,
쭤어어에에엑,2024-10-26T19:43:07+09:00,toss,삼성전자,
"흠 삼성이 안 빠지는 이유는 뭘까 HBM이라생각하지 않아서
오른게없어서
아님 엔비실적발표에 퀠통과나올거라생각해서",2024-08-27T13:13:58+09:00,toss,삼성전자,
또 6만 후반대 가겠지 지겹다,2023-08-01T18:05:16+09:00,toss,삼성전자,
헤헤 괜찮나욤,2024-12-12T15:08:37+09:00,toss,삼성전자,
아무리 봐도 답 없음 인구감소로 외국에 퍼줄 캐시카우는 사라지고 지금 102030은 애플 선호도가 높으니,2024-09-19T09:37:49+09:00,toss,삼성전자,
"우린 밥이데
주주가 아니고
덕밥입니다",2024-10-28T17:17:51+09:00,toss,삼성전자,
왜 사세요  좀만기달,2024-10-24T14:57:00+09:00,toss,삼성전자,
그냥그러고싶어,2024-09-19T09:24:36+09:00,toss,삼성전자,
궁금한데 진짜 왜 떨어지는거에요,2024-11-14T18:17:06+09:00,toss,삼성전자,
올라가줭,2024-08-06T13:06:16+09:00,toss,삼성전자,
진짜 레전드긴하다,2025-01-21T09:47:37+09:00,toss,삼성전자,
친구들이랑 삼전 5만 6천원대오면 전재산 몰빵하기로했는데 오늘 물어보니까 아무도 안삼큐,2024-10-24T18:35:21+09:00,toss,삼성전자,
매일이 특가야,2024-11-14T10:06:52+09:00,toss,삼성전자,
