content,timestamp,platform,stock_name,label
국장이면 국민들 먹여살려야지 냄새나는 버거들 다버리고 출발하자,2024-10-08T11:45:40+09:00,toss,삼성전자,
"윤 
정치x같이한거  
용서해 줄테니 
경제좀 살려라

그런데 

살릴줄은 아나",2024-11-14T12:44:16+09:00,toss,삼성전자,
슈우우웃,2024-12-03T23:44:56+09:00,toss,삼성전자,
크게는 아니어도 오늘은 소폭 상승하겠네,2025-02-11T10:42:47+09:00,toss,삼성전자,
"다시 할 수 있어 힘을 내보자구
드디어 빨간불",2025-02-19T11:20:00+09:00,toss,삼성전자,
나락 가는구나,2024-11-11T09:38:38+09:00,toss,삼성전자,
그냥 사서 모으는게 답,2024-05-29T09:41:12+09:00,toss,삼성전자,
"삼성의 화려한 날 정말 추억인가요
슬프다슬프다",2024-11-20T12:53:25+09:00,toss,삼성전자,
고민 중,2025-01-13T15:27:20+09:00,toss,삼성전자,
외국인 벌써 20만주 팔고있는데 이걸 또 개미들이 받아서 주는중,2024-10-28T09:32:02+09:00,toss,삼성전자,
국내 개미들 보단 멘탈 좋으실려나,2024-04-04T14:59:46+09:00,toss,삼성전자,
"물타기를 해야하나요
그럼 45에서 30가되긴한데",2024-03-29T08:27:44+09:00,toss,삼성전자,
전 7만 1천원대 들어와서 아직 까지 기다리고 있는 보람이 있네요,2023-05-26T10:10:42+09:00,toss,삼성전자,
"5만 무조건 갈거 같은데 
그 때 사지 뭐",2024-09-24T13:03:11+09:00,toss,삼성전자,
"지금 세력들은 개미 태울려고 합니다

아직 바닥은 아닌걸로",2024-10-18T13:22:13+09:00,toss,삼성전자,
4만원대는 과연,2024-10-30T14:32:35+09:00,toss,삼성전자,
삼성 망하면 어떻게 내가 도와줄께,2024-11-14T11:33:32+09:00,toss,삼성전자,
삼만전자 가즈아 그래서 다 같이 죽자,2024-11-13T14:31:08+09:00,toss,삼성전자,
75200 마지노선,2024-04-22T11:58:50+09:00,toss,삼성전자,
가자 7만원,2023-07-31T12:35:43+09:00,toss,삼성전자,
사람살려,2024-10-31T09:59:32+09:00,toss,삼성전자,
"오르니깐 귀신같이 글 삭제하고 조용히 있네
어쩜 그렇게 비겁할까",2025-02-19T09:07:03+09:00,toss,삼성전자,
"삼성 부진은 있어도 몰락은 없다

믿어도 되지",2024-11-19T10:39:31+09:00,toss,삼성전자,
삼전도 옛말이네요 국장에 발을 담근게 후회됩니다그냥 1년 뒤에 수익율 보렵니다,2024-11-06T13:10:58+09:00,toss,삼성전자,
"개미전자호재가 없어보여요
물리신분들 지금 물타지 마시길",2024-10-21T09:18:32+09:00,toss,삼성전자,
삼성지옥에 빠진 느낌,2024-02-22T14:20:18+09:00,toss,삼성전자,
4만원 입 쩌억,2024-11-11T10:39:25+09:00,toss,삼성전자,
이러다 오만전자 갈라카나,2024-09-19T15:40:34+09:00,toss,삼성전자,
"5만400원 보고 기다리세요 
꽉 잡으세요",2024-09-19T12:33:08+09:00,toss,삼성전자,
망 했  다,2024-03-07T12:05:54+09:00,toss,삼성전자,
