content,timestamp,platform,stock_name,label
회사 망했냐 재용아,2024-11-13T11:34:55+09:00,toss,삼성전자,
와이번달 내내 같은 금액이구낭,2024-02-26T14:43:04+09:00,toss,삼성전자,
야호 7만전자로 돌아와따,2024-08-05T17:22:22+09:00,toss,삼성전자,
4만원 오면 사야되나,2024-10-24T15:18:42+09:00,toss,삼성전자,
삼만원대 물타야 그나마 정권  교체때 본전 찾을듯,2024-11-13T09:15:26+09:00,toss,삼성전자,
개미들 울부짖는거보니 슬슬 들어갈때 된거같네요,2024-10-24T15:55:50+09:00,toss,삼성전자,
한 2월 말쯤에 팔수있겠군,2025-01-16T09:14:22+09:00,toss,삼성전자,
"어차피 그동안 외인이 판 매도량 국내 개미들이 매수해줬고
이제 외인들이 사면서 국내 개미들이 털겠지
주가는 항상 손바뀜 일어나면서 오르니깐",2024-09-26T09:06:51+09:00,toss,삼성전자,
"아니 삼성은 짱이 나와 수습안하나요
맨날 쫄다구만 사과하고
짱나네요",2024-11-06T11:33:50+09:00,toss,삼성전자,
52까지가려나,2025-01-17T10:08:51+09:00,toss,삼성전자,
낼이 문재네,2024-11-19T16:15:47+09:00,toss,삼성전자,
"이제 71만원 손해에서 70만원 손해네 
고맙다 삼전",2024-11-20T11:12:12+09:00,toss,삼성전자,
아휴잠시휴식좀,2024-01-10T17:17:01+09:00,toss,삼성전자,
본전만 치자제발,2024-11-12T08:39:50+09:00,toss,삼성전자,
삼성전자A005930,2024-07-05T14:46:55+09:00,toss,삼성전자,
형님들 저도 마스에 물려있어요 힘내죠,2025-01-02T10:06:58+09:00,toss,삼성전자,
심각하긴하다 하,2024-10-07T11:12:22+09:00,toss,삼성전자,
브로드컴 삼성전자 SK하이닉스에 HBM4 러브콜,2024-12-25T12:34:09+09:00,toss,삼성전자,
그분들이 오고있어요,2024-02-05T14:38:39+09:00,toss,삼성전자,
일단 익절,2025-03-18T11:43:43+09:00,toss,삼성전자,
"삼성일가가 삼성 지분 팔아서 상속세 내는 중임
지가 지를 공매도 치는 기적을 창출하고 있음
그러니 위로 갈리가 있나",2023-11-06T11:49:48+09:00,toss,삼성전자,
닉스 년중 최고가 문자 계속오네,2024-05-27T11:01:09+09:00,toss,삼성전자,
정찰병 투입,2024-10-17T10:45:47+09:00,toss,삼성전자,
어째 내돈,2024-11-13T14:52:06+09:00,toss,삼성전자,
증시회복 했는데10올려놔요,2024-08-07T09:30:31+09:00,toss,삼성전자,
삼전에 물량찔끔주고 야삼전은 이가격에 준다는대하닉은 얼마에줄래 로 가격후려치고 대부분 물량은 하닉에 줄가능성이 매우높습니다,2024-12-04T12:56:42+09:00,toss,삼성전자,
2년만에 양전,2023-12-14T09:04:11+09:00,toss,삼성전자,
"님들 저 20살인데요 제가알바로 150모았는데
아빠가 올해 말에 모은돈 전부 삼전에 넣어서 저축 하시라는데 그냥 지금 살까요",2023-06-02T11:56:49+09:00,toss,삼성전자,
믿음으로 가는것이여,2024-06-27T10:01:20+09:00,toss,삼성전자,
외인 종나 팔아대네,2024-11-27T15:00:23+09:00,toss,삼성전자,
개미다디져야갈듯,2024-11-11T15:43:44+09:00,toss,삼성전자,
주주들 살릴라고 자사주매입까지 해줬건만 개인은 본전 빨아먹고 다 팔고 튀어버렸네,2024-11-16T19:12:06+09:00,toss,삼성전자,
또 퍼니꺼 오르네 미치겠다,2024-10-29T10:43:34+09:00,toss,삼성전자,
외국인들 진짜 막던지네 뒤없이 던져서 정신없다,2024-09-11T09:58:59+09:00,toss,삼성전자,
실적 발표되었나요,2024-10-08T07:37:50+09:00,toss,삼성전자,
49500,2024-09-04T14:06:20+09:00,toss,삼성전자,
갑자기 왜 올라갈까요,2024-10-31T11:28:35+09:00,toss,삼성전자,
"아니면 항상 삼성 엿먹이는
한국의 블룸버그 일까

httpsnaverme5T4YhMcI",2024-10-15T13:44:50+09:00,toss,삼성전자,
"삼전은 걱정 하지맙시다
어디 동네 구멍가게도 아니고
우리 대한민국 대표 기업입니다
떨어 질 때도 있고 오를 때도 있겠지
저는 지금 삼전보다 비가 와서 
귀향길이 더 걱정이네요
주주님들 귀향길에 안전운전 하시고 
가족들과 추석명절 잘 보내세요",2024-09-13T14:32:47+09:00,toss,삼성전자,
으 시잉이부루,2023-11-27T13:32:47+09:00,toss,삼성전자,
오늘은 물타야 하는거죠,2024-10-08T14:23:02+09:00,toss,삼성전자,
1년만 참아보세요 50 오릅니다,2025-01-02T13:24:36+09:00,toss,삼성전자,
돈복사아니라 돈 삭제네,2024-10-24T09:04:44+09:00,toss,삼성전자,
영차,2024-05-23T12:14:44+09:00,toss,삼성전자,
"미장 좋다고 딱히 득보는것도 없더니
하아아",2024-02-14T08:59:28+09:00,toss,삼성전자,
2017년이랑 주가가 같은데 갤럭시s8나온 때랑 같음,2024-11-13T11:10:27+09:00,toss,삼성전자,
선반영인가,2024-07-04T13:44:00+09:00,toss,삼성전자,
야이 씨,2025-01-22T14:01:26+09:00,toss,삼성전자,
,2023-09-04T09:29:50+09:00,toss,삼성전자,
64200,2024-09-25T09:02:43+09:00,toss,삼성전자,
내일은 이거다,2025-03-13T15:20:27+09:00,toss,삼성전자,
환율안정되면 다시옵니다,2024-04-16T09:41:49+09:00,toss,삼성전자,
호재는 찔끔 악재는 5이상,2025-02-05T10:30:46+09:00,toss,삼성전자,
바닥 다졌네,2024-11-14T10:22:22+09:00,toss,삼성전자,
이걸 말아올리네,2024-10-10T09:19:05+09:00,toss,삼성전자,
이야 국장  휴장이라 살았네 휴장 아니였으면 얼마나 내려갔을까,2025-01-27T19:52:50+09:00,toss,삼성전자,
내일 또 떨어지겠지 557 언제 탈출하냐,2024-11-25T13:51:11+09:00,toss,삼성전자,
무서워서 어제 탈출 삼또속 무셔,2025-03-20T10:21:08+09:00,toss,삼성전자,
"또삿다 가즈아

어차피 나스닥 지수를해도 코인을 해도
잃기는 마찬가지다

원화 쓰래기되니깐 해외주식도 메리트없다

예금도 메리트 없고 현금 가지고 잇으면되는데

자꾸 노름한다 그냥 다 물리고 현생살자",2024-10-24T15:32:46+09:00,toss,삼성전자,
전국민의 첫사랑 같은 삼성전자가 이렇게 무너지다니 안타깝습니다,2024-11-13T15:06:02+09:00,toss,삼성전자,
정찰,2024-12-11T12:21:21+09:00,toss,삼성전자,
"긍정적 요인
오전 반등 시도 오전 장에서 삼성전자는 개인 투자자들의 반발 매수세로 인해 반등을 시도했습니다9 이는 최근의 급격한 하락에 대한 반작용으로 볼 수 있습니다
저평가 인식 미래에셋증권은 삼성전자의 목표주가를 8400원으로 제시하며 현재 주가 대비 66의 상승 여력이 있다고 분석했습니다8 이는 현재 주가가 저평가되어 있다는 인식을 반영합니다
기관 매수 오전 장에서 기관 투자자들이 소규모지만 순매수를 보였습니다9 이는 기관들이 현재 주가 수준에서 매력을 느끼고 있음을 시사합니다

부정적 요인
나스닥 약세 전날 나스닥 지수가 하락했고 특히 반도체 관련 주들이 약세를 보였습니다9 이는 글로벌 기술주 투자 심리에 부정적 영향을 줄 수 있습니다
외국인 매도 지속 외국인 투자자들의 매도세가 지속되고 있어 주가에 하방 압력을 가하고 있습니다29
미중 반도체 갈등 미국과 중국 간의 반도체 관련 분쟁이 격화되고 있어 반도체 업종 전반에 불확실성을 높이고 있습니다9
HBM3E 납품 불확실성 엔비디아에 대한 HBM3E 납품 지연 우려가 여전히 존재합니다

종합 전망
오늘 오후 삼성전자 주가는 상승과 하락 요인이 혼재되어 있어 변동성이 클 것으로 예상됩니다 단기적으로는 외국인 매도세와 글로벌 반도체 업종 불확실성으로 인해 하방 압력이 지속될 가능성이 높습니다 그러나 현재 주가가 4년 5개월 만의 최저점에 근접해 있어 추가 하락 폭은 제한적일 수 있으며 개인과 기관의 저가 매수세가 유입될 경우 반등을 시도할 수 있습니다
결론적으로 오후 장에서는 소폭 하락 후 박스권 등락을 보일 가능성이 높지만 외국인 수급 동향과 글로벌 증시 흐름에 따라 변동 폭이 커질 수 있으므로 주의 깊은 관찰이 필요할 것 같습니다",2024-11-14T13:02:16+09:00,toss,삼성전자,
"파란색지겨워 
빠져나올수도 없고",2025-01-24T13:57:44+09:00,toss,삼성전자,
"찔금오르는분위기 더만 
기관이 떨어뜨렸나",2024-04-08T17:43:12+09:00,toss,삼성전자,
하이닉스는 지금 차트상 매수시점이지만 삼성전자는 강력한 매도시점입니다,2024-03-25T06:10:17+09:00,toss,삼성전자,
외인 기관 들어오는데 개미가 팡팡 털어주넹,2024-09-27T09:48:46+09:00,toss,삼성전자,
지금살까요내일살까요,2024-09-09T12:10:43+09:00,toss,삼성전자,
7만에 구매해서 용돈 벌어 갑니다요,2023-09-14T10:47:29+09:00,toss,삼성전자,
"이거 느낌이 엔비디아 HBM 승인 날 거 같네 소식 개 빠른 외국인들인데

와우",2024-10-23T13:51:48+09:00,toss,삼성전자,
"회사에서도 물리고
주식도 물리고
코인도 물리고
즐건 연휴 보낼수 있을까",2024-12-20T09:28:02+09:00,toss,삼성전자,
얼마까지  떨어 질까요초보라 많이 는 안했는뎅 우짜지요,2024-09-10T11:08:03+09:00,toss,삼성전자,
,2024-11-18T15:27:33+09:00,toss,삼성전자,
내릴려면 시원하게 내려라 그냥,2024-08-06T11:28:31+09:00,toss,삼성전자,
다른 쓸곳이 생각보다 많아서 파란색일때촴내,2024-10-16T15:59:12+09:00,toss,삼성전자,
삼전이 못오르는 이유,2025-02-14T11:34:51+09:00,toss,삼성전자,
후,2024-02-22T16:39:29+09:00,toss,삼성전자,
"삼성 주주 대부분이 미장 한두 개 씩 다
하는 데 여기와서 미장 하라는 얘들은 뭐야 지들만 미장하는 줄 알고 착각 하네
토스 말고 삼성증권 동양증권 나눠서 해외주식 하지 토스가 다라고 생각 하나
벼도 익으면 머리를 숙이는 데",2024-11-08T13:56:43+09:00,toss,삼성전자,
지수엄청오르는데 주가 찔금 오르네,2024-12-10T11:47:03+09:00,toss,삼성전자,
바람앞에 등불 신세가 이런것이더냐,2024-12-04T08:59:28+09:00,toss,삼성전자,
결국엔 꼴랑 9만원 먹고 가네  이제 놓아줄란다 기회가 되면 다시 보자,2023-09-05T12:24:26+09:00,toss,삼성전자,
믿고 있었다,2025-02-04T10:32:05+09:00,toss,삼성전자,
와안사주네요추석때까지 빠질 것 같은데에휴,2024-08-26T10:25:39+09:00,toss,삼성전자,
삼전 주52시간 유연제 도입 건의,2025-02-04T10:09:00+09:00,toss,삼성전자,
보통은 이러다 부러지더라고,2024-08-07T14:30:58+09:00,toss,삼성전자,
이제 9만전자가요,2024-03-28T14:31:31+09:00,toss,삼성전자,
국장 1등주가 하루 등락폭이 4 넘냉  개잡주 스럽노,2024-12-17T11:12:48+09:00,toss,삼성전자,
구조조정,2024-09-30T09:42:31+09:00,toss,삼성전자,
3만으로  삼성 가자,2024-10-23T09:19:00+09:00,toss,삼성전자,
야,2024-03-11T09:38:55+09:00,toss,삼성전자,
분할매수 1,2024-01-10T10:10:03+09:00,toss,삼성전자,
httpsnavermeFUh5TZY2,2024-11-15T18:23:47+09:00,toss,삼성전자,
난 빨간불인데,2024-09-12T15:32:23+09:00,toss,삼성전자,
배당모아서 애니플러스A310200  살려고,2024-09-09T09:30:09+09:00,toss,삼성전자,
미련없이 팔았었는데 왜 다시 샀을까,2024-09-05T14:19:00+09:00,toss,삼성전자,
"남들 작년부터 삼전 욕할때 꿋꿋이 무시하고 저점에서 주워서 사팔사팔 했으면 승리자네요 
모두들 건투하시길",2025-03-20T20:54:09+09:00,toss,삼성전자,
"당분간 오르긴 힘들듯 하네요
차트도 그렇고 기술력도 그렇고
크게는 환율도 그렇고
계속 바닥 다진다는 생각으로
떨어지면 줍줍한다 생각하시고
가는게 편할듯
Hbm4올해안에 성공하길 바래야지요",2025-01-17T21:37:10+09:00,toss,삼성전자,
httpsnavermeFVByKgxp,2023-12-19T09:23:38+09:00,toss,삼성전자,
꾸준히 모아볼랍니다,2024-07-12T15:10:46+09:00,toss,삼성전자,
"우워어어 스트레스
너라도 보면서 맘을 가라앉히쟈  어제 팔았어야했어어",2024-08-08T10:29:10+09:00,toss,삼성전자,
httpsnnewsnavercomarticle014005307549sid101,2025-02-12T20:37:56+09:00,toss,삼성전자,
