content,timestamp,platform,stock_name,label
삼전 탄핵하고 뭔상관,2024-12-16T16:18:01+09:00,toss,삼성전자,
기관이 멱살잡고 올렸네,2025-01-22T15:36:07+09:00,toss,삼성전자,
외인이 매일 팔수 있는 이유  개인이 매일 사주니까  외인도 많이 떨어져 매도가 손해라고 생각하면 매도를 안할건데 개인이 파는 족족 사주니까 탈출하는거지 외인이 왜 파는지 한번이라도 생각해보길 뭐 돈많으면 상관없지 내돈아니니까,2024-10-22T09:11:01+09:00,toss,삼성전자,
엔비디아3삼전7,2024-11-21T13:40:33+09:00,toss,삼성전자,
무대책 방관중 대통령은 주식시장에 1도 관심없는듯,2024-10-22T13:17:17+09:00,toss,삼성전자,
잘놀다갑니다,2024-03-20T16:47:10+09:00,toss,삼성전자,
"140주 탈출했지만 
아직 100주 남았다  
항상 응원해",2024-12-12T13:18:22+09:00,toss,삼성전자,
,2024-12-01T16:26:16+09:00,toss,삼성전자,
야미,2023-10-17T17:51:19+09:00,toss,삼성전자,
"삼전보단 내가 먼저 망하는게 빠름

그래서 전재산 30퍼 분할로 들어감

당분간 난 망할일 없을듯",2024-10-23T14:03:48+09:00,toss,삼성전자,
아직 바닥 아니여,2024-10-23T13:58:08+09:00,toss,삼성전자,
쭉쭉,2024-04-25T14:33:12+09:00,toss,삼성전자,
매일 사자,2024-10-21T09:10:12+09:00,toss,삼성전자,
삼전 화이팅,2024-05-27T15:05:21+09:00,toss,삼성전자,
"삼성은 방산주입니다
미국에 투자받고 공장까지 짓고 있습니다

모든 무기에 반도체가 들어가고 
삼성이 잘하는 분야가 있겠죠
고수분들은 아실테지만요",2024-04-19T11:37:38+09:00,toss,삼성전자,
이름 삼성으로 지은 김에 삼만전자로 가자,2024-11-13T09:18:33+09:00,toss,삼성전자,
애매에 하네 이거 HH 작품인가 그냥 HH랑 그 라인 쳐내고 기술인력으로 도배하면 살아날텐데 삼성이 이렇게 사라지려나,2024-11-16T09:30:09+09:00,toss,삼성전자,
계속 상승하라,2024-05-27T15:37:59+09:00,toss,삼성전자,
2까지 떨어질 일이야,2024-03-15T14:12:32+09:00,toss,삼성전자,
"외상거래 조심하세요
체크 누르면 내가 원화가 남아있어도 증거금으로 먼저 써지면서 아주 복잡해져요
저번주에 이거땜에 금욜 밤까지 통화 계속 주고 받았네요
동의 누르고 체크를 안한상태에서 사도 동의를 했기때문에 그렇다고 하는 등 죄송하다고는 하지만 곤란해요 

결론  꼭 쓸거아니면 외상거래 동의도 누르지마십쇼",2024-11-04T09:29:31+09:00,toss,삼성전자,
5만전자 가자,2024-05-29T13:36:47+09:00,toss,삼성전자,
환불 되나요,2024-11-13T10:50:07+09:00,toss,삼성전자,
나도 소액주주디만 이 주식이 우리나라 1등 시총이라니  어이가없다,2024-11-18T10:05:17+09:00,toss,삼성전자,
잘부탁79600입니다,2024-03-26T09:42:40+09:00,toss,삼성전자,
6500,2024-10-22T10:27:14+09:00,toss,삼성전자,
주식 접어야겠다 팔면 오르고,2024-08-07T10:55:12+09:00,toss,삼성전자,
8300원에서 입벌리고 있을게요,2024-07-12T09:27:42+09:00,toss,삼성전자,
쓱 미cc피,2024-12-19T15:52:04+09:00,toss,삼성전자,
"차트 다 깨졌다
봉이란 봉은 다 뿌라짐",2024-11-14T16:35:55+09:00,toss,삼성전자,
오르기는힘들고 흐르기는 쉽네 삼성아 힘좀내,2024-09-26T12:41:39+09:00,toss,삼성전자,
나스닥도 안좋고 엔비디아도 많이 떨어져서 영향 안받을 수 가 없을거에요,2024-10-16T08:57:51+09:00,toss,삼성전자,
내가 5800 원 간다했지요,2025-02-19T09:42:11+09:00,toss,삼성전자,
더떨어지려나 나머지는 기다렸다 추매할까,2024-02-15T10:59:14+09:00,toss,삼성전자,
40원까지 조절되면 딱좋은디,2023-09-01T09:44:40+09:00,toss,삼성전자,
얼씨구,2025-03-11T09:43:47+09:00,toss,삼성전자,
최소6500까지 가야제,2024-11-25T15:11:24+09:00,toss,삼성전자,
아닌데 물량별로없어서 올라갈려면 올라가겠는데,2024-05-28T09:17:48+09:00,toss,삼성전자,
외인들 진짜 잔인하구먼,2024-11-19T14:32:20+09:00,toss,삼성전자,
그래 오를때되었다 너도,2025-02-14T10:29:21+09:00,toss,삼성전자,
"재명세 과세 대상에 아무도 포함 안 됨

왜냐면 돈 잃은 사람밖에 없음
보나마나 3성전자에 제일 많이 투자했을듯
반박 불가",2024-10-28T00:36:34+09:00,toss,삼성전자,
"크아아 재용이형 버핏형

내년까지 존버할께",2025-02-04T15:15:29+09:00,toss,삼성전자,
줄먹,2025-01-08T10:59:40+09:00,toss,삼성전자,
화이팅,2024-12-19T11:15:20+09:00,toss,삼성전자,
"며칠전에 달랑 4주 샀지만
그래도 올라가주길 바라",2024-05-29T06:22:35+09:00,toss,삼성전자,
SOS 모스부호여,2024-09-12T09:52:25+09:00,toss,삼성전자,
"갈때됐제 

이제시작이다",2024-11-13T11:25:03+09:00,toss,삼성전자,
장시작 무섭다,2024-11-13T07:30:30+09:00,toss,삼성전자,
이번엔 운이 좋았지만 방학 때 주식 공부 열심히 하겠습니다 모두 성투하세요,2024-06-18T15:36:17+09:00,toss,삼성전자,
올라갈 길이없어 솔직히 계좌없는셈처야돼,2024-10-25T09:17:38+09:00,toss,삼성전자,
하여간 애널들이란,2023-07-10T16:18:44+09:00,toss,삼성전자,
뉴스 없나요,2024-11-19T11:30:49+09:00,toss,삼성전자,
물타려고 하는 분들에게하는 조언은 최소 10프로 떨어지고 물타라는겁니다 그전까지는 그냥 존버하세요 미국 엔비디아나 테슬라였으면 숏 사서 헷지하라고 했을텐데 한국은 떨어지면 그냥 올라오길 기도하는 수밖에 없어서 최대한 낮은 가격에 물타라고 밖에 말씀 못드리겠네요 아쉽네요 국장은 물리면 대응이 그냥 존버뿐이라 뭐 전략이고 실력이고 없어서,2024-12-01T05:07:36+09:00,toss,삼성전자,
간다 6만,2025-03-20T09:39:52+09:00,toss,삼성전자,
"빨리 탈출하는게 상책 답읍어요 
절대",2025-01-20T10:18:24+09:00,toss,삼성전자,
우리나라 망했나,2024-09-30T11:34:39+09:00,toss,삼성전자,
"세스코 가동중 가동중

해충박멸 완료 치치칙",2024-04-16T11:47:51+09:00,toss,삼성전자,
매수 대기가 늘어난다는 것은 곧 상방을 의미한다,2024-06-19T15:16:27+09:00,toss,삼성전자,
"5만전자되면 추매해야지 반등이 아예없는데

대한민국 사람들 삼전 다 보유하겠네",2024-09-23T15:10:37+09:00,toss,삼성전자,
551에 사서 556에 팔래요,2025-03-07T16:14:50+09:00,toss,삼성전자,
"솔직히 충격
남 잘되면 배 아파하고
남 안되면 비아냥대고
우리나라 사람들 수준이
이리 떨어졌었나",2024-11-14T09:32:31+09:00,toss,삼성전자,
"떨어질때는 10
오를때는  2흠냥어쪄냐",2024-08-06T15:02:21+09:00,toss,삼성전자,
"외국인들이 엄청 매수하네 
개관들아 반만이라도 해라",2025-03-21T13:22:36+09:00,toss,삼성전자,
