date,fear_ratio,neutral_ratio,greed_ratio
2024-09-18,0.1994,0.6934,0.1072
2024-08-27,0.20199999999999996,0.6438818181818182,0.15411818181818182
2022-07-27,0.14833333333333334,0.6788333333333333,0.1728333333333333
2024-06-12,0.054400000000000004,0.9035333333333334,0.042133333333333335
2022-08-02,0.1376,0.2612,0.6012
2024-06-04,0.0564,0.87205,0.07155
2024-10-24,0.12675384615384616,0.7186769230769231,0.15456923076923076
2023-09-19,0.3562,0.489,0.1548
2024-11-25,0.0492,0.8998,0.051
2021-07-30,0.0506,0.9317,0.0177
2021-07-20,0.1162,0.8507,0.0331
2021-09-14,0.0479,0.9334,0.0186
2022-03-16,0.32813333333333333,0.3441,0.32773333333333327
2024-08-30,0.1122,0.8185,0.0693
2024-10-02,0.15385,0.6067333333333332,0.23945000000000002
2025-02-05,0.2122666666666667,0.4921333333333333,0.29563333333333336
2024-07-08,0.1714,0.7460500000000001,0.08255
2025-02-13,0.0437,0.49085,0.46549999999999997
2024-09-10,0.09213333333333334,0.8777666666666667,0.03013333333333333
2024-11-29,0.2147444444444445,0.6925222222222223,0.09272222222222222
2024-08-05,0.1321857142857143,0.7704142857142857,0.0973857142857143
2021-10-08,0.14079999999999998,0.7947500000000001,0.0644
2024-10-25,0.22055,0.738,0.04145
2025-02-06,0.23962000000000003,0.5423399999999999,0.21806
2025-01-09,0.094525,0.7780374999999999,0.12746249999999998
2024-08-12,0.11276666666666668,0.47123333333333334,0.41596666666666665
2024-09-30,0.081625,0.6724,0.245975
2024-07-11,0.2022,0.69165,0.106175
2024-08-14,0.18882499999999997,0.39699999999999996,0.4142
2025-02-12,0.2129,0.3575,0.4296
2024-07-05,0.1747,0.6491,0.1762
2024-07-18,0.31945,0.466025,0.21455
2024-12-12,0.14415,0.687125,0.168725
2024-08-04,0.21380000000000002,0.55395,0.2323
2024-10-22,0.07642499999999999,0.683775,0.239775
2024-08-29,0.40207499999999996,0.351125,0.24677499999999997
2024-02-09,0.0457,0.8944,0.0599
2024-08-07,0.4851666666666667,0.2944333333333333,0.22043333333333334
2021-07-13,0.0555,0.8612,0.0833
2022-04-27,0.2878,0.6114,0.1008
2024-07-24,0.051975,0.522125,0.42584999999999995
2021-11-01,0.2295,0.6944,0.0761
2022-12-12,0.1705,0.2202,0.6093
2022-09-07,0.1446,0.8078,0.0477
2022-05-07,0.0493,0.932,0.0187
2024-08-01,0.03515,0.4717,0.4932
2021-09-09,0.0536,0.9007,0.0458
2024-07-30,0.1842,0.5012666666666666,0.3145
2024-07-17,0.23405,0.6111333333333334,0.15483333333333335
2024-11-27,0.1022857142857143,0.7135571428571429,0.1841714285714286
2024-01-02,0.013,0.0617,0.9253
2024-11-05,0.20179999999999998,0.6051666666666666,0.19303333333333336
2021-11-17,0.14125,0.50775,0.35095
2025-01-14,0.0785,0.688,0.2335
2022-08-03,0.1142,0.6819,0.2039
2024-11-15,0.10545,0.7438,0.1508
2025-02-28,0.06886666666666667,0.8668333333333332,0.0643
2024-12-02,0.1525,0.7622666666666666,0.08523333333333334
2021-08-25,0.032549999999999996,0.50915,0.45830000000000004
2024-08-09,0.21456666666666666,0.5295333333333333,0.25589999999999996
2024-12-09,0.1816,0.6836249999999999,0.1348
2024-09-03,0.09580000000000001,0.8712,0.033049999999999996
2024-11-14,0.20940000000000003,0.509,0.28159999999999996
2024-04-02,0.09308000000000001,0.47772000000000003,0.42918
