date,fear_ratio,neutral_ratio,greed_ratio
2024-09-18,0.0246,0.944,0.0313
2023-06-22,0.1645,0.5942500000000001,0.24125
2024-06-12,0.10408235294117647,0.7084117647058824,0.1875235294117647
2023-05-22,0.7842,0.1026,0.1131
2024-02-05,0.0698,0.7742,0.156
2024-08-27,0.263,0.1148,0.6222
2024-05-30,0.0766,0.8128,0.1106
2024-06-04,0.05,0.891,0.059
2023-09-19,0.4487,0.2186,0.3327
2025-02-01,0.034,0.9387,0.0273
2024-10-24,0.1131,0.5967,0.2902
2024-11-25,0.0811,0.6815500000000001,0.2373
2024-11-02,0.20186666666666667,0.4315333333333333,0.3665666666666667
2025-02-15,0.0289,0.95,0.0211
2024-01-07,0.15339999999999998,0.55755,0.289
2023-06-23,0.0242,0.9484,0.0274
2024-04-20,0.05035,0.8787,0.071
2024-10-02,0.8395,0.0923,0.0682
2025-02-05,0.08563333333333334,0.7785333333333333,0.13586666666666666
2024-08-30,0.0545,0.8828,0.0627
2024-07-08,0.0389,0.8866,0.07455
2024-01-11,0.11830000000000002,0.67805,0.203625
2025-02-13,0.11465,0.69175,0.1936
2024-09-10,0.0849142857142857,0.7947428571428572,0.12035714285714286
2024-08-05,0.18578,0.62102,0.19316
2025-02-06,0.039,0.8722,0.08879999999999999
2023-05-03,0.0799,0.7206,0.1996
2024-09-30,0.1071,0.1337,0.7592
2024-08-12,0.06635,0.7335,0.20015
2024-07-11,0.22393333333333332,0.6688333333333333,0.10726666666666668
2024-08-14,0.0772,0.6680999999999999,0.25473333333333337
2025-02-12,0.0852,0.49745,0.41735
2024-07-05,0.3093666666666666,0.6432333333333333,0.04736666666666667
2023-10-12,0.1351,0.6721333333333334,0.19276666666666667
2024-02-16,0.0653,0.8913,0.0434
2024-12-12,0.16224999999999998,0.44685,0.39085000000000003
2024-03-28,0.114,0.6445,0.2415
2024-02-09,0.44025,0.51625,0.0435
2023-07-18,0.0867,0.7563,0.1569
2024-08-29,0.09143333333333332,0.7312,0.17733333333333334
2024-10-22,0.0298,0.9434,0.0268
2024-08-07,0.0412,0.9171,0.0417
2024-06-11,0.08644444444444446,0.7531666666666665,0.16036111111111107
2023-06-01,0.0735,0.8054,0.1211
2024-07-24,0.0534,0.8995333333333333,0.04703333333333334
2024-08-01,0.0246,0.9456,0.0298
2024-04-08,0.1182,0.7597499999999999,0.1221
2024-07-17,0.071,0.8651500000000001,0.06385
2024-01-02,0.045149999999999996,0.9136,0.04125
2025-02-22,0.029,0.9528,0.0183
2024-11-05,0.0758,0.8459,0.0783
2025-01-14,0.0499,0.8914,0.0587
2025-03-08,0.12510000000000002,0.70995,0.16495
2023-08-03,0.53335,0.2315,0.2351
2024-11-15,0.0237,0.9531,0.0232
2025-02-28,0.10385,0.6866,0.20955000000000001
2025-01-18,0.2252,0.24669999999999997,0.5281
2024-08-09,0.0241,0.931,0.0448
2024-04-02,0.0418,0.8687,0.0895
2024-11-14,0.07654999999999999,0.8612,0.06225
2024-07-25,0.48485,0.35575,0.15935
2023-07-31,0.0403,0.8998,0.0599
2024-05-05,0.0347,0.9043,0.061
2024-11-06,0.09975,0.74255,0.15765
2024-05-23,0.06189999999999999,0.4564333333333333,0.48163333333333336
2024-04-15,0.26095,0.22445,0.5145500000000001
2025-01-28,0.24954,0.52058,0.22987000000000002
2023-10-13,0.059733333333333326,0.8581666666666666,0.08209999999999999
2023-12-11,0.0679,0.8575,0.0746
2023-05-20,0.024,0.9339,0.042
2023-04-12,0.0256,0.9079,0.0666
2024-10-18,0.06493333333333333,0.8416666666666667,0.09343333333333333
2024-03-05,0.0534,0.8656333333333333,0.08096666666666667
2025-01-17,0.1403142857142857,0.7466,0.1130714285714286
2025-03-12,0.1548,0.6665,0.1787
2024-06-27,0.10493333333333334,0.6246,0.2704333333333333
2023-11-16,0.23454999999999998,0.37625,0.38915
2024-02-15,0.07853333333333333,0.8440333333333333,0.07743333333333334
2025-03-13,0.10975,0.67925,0.21105000000000002
2024-06-05,0.0868,0.3745,0.5387
2024-08-15,0.2446,0.4168,0.3386
2024-10-08,0.0178,0.9559,0.0263
2025-02-18,0.0524,0.9091,0.0385
2024-03-06,0.11743333333333335,0.5388000000000001,0.3437666666666667
2023-10-06,0.469,0.2761,0.2549
2023-07-19,0.1538,0.19155,0.6546000000000001
2024-12-26,0.298275,0.388875,0.31279999999999997
2023-09-12,0.02816666666666667,0.9385666666666667,0.03326666666666667
2024-09-12,0.1344,0.3141,0.5515
,0.0,0.2559857142857143,0.38439999999999996
2024-12-03,0.0749,0.77295,0.1522
2024-02-08,0.063,0.8813,0.0557
2023-09-08,0.1099,0.8052,0.0849
2024-06-02,0.0948,0.6112,0.294
2024-04-13,0.0625,0.8306,0.107
2024-08-08,0.05115,0.8732500000000001,0.0756
2024-12-07,0.0193,0.9635,0.0171
2024-11-07,0.07846666666666667,0.7253,0.19626666666666662
2024-05-08,0.13486666666666666,0.7222,0.14296666666666666
2025-03-19,0.07905,0.613925,0.307025
2024-04-18,0.16285,0.74865,0.0885
2024-04-23,0.8737,0.0835,0.0428
2023-04-04,0.0666,0.886,0.0474
2024-04-25,0.04215,0.83765,0.12025000000000001
2023-06-30,0.040249999999999994,0.89045,0.0693
2024-08-19,0.0315,0.9347,0.0338
2024-02-06,0.0217,0.9123,0.066
2024-05-21,0.0234,0.9482,0.0284
2024-02-17,0.1694,0.5798,0.2508
2023-11-15,0.114425,0.6128750000000001,0.2727
2023-12-15,0.2425,0.1888,0.5687
2024-11-30,0.04105,0.8686,0.09035000000000001
2025-02-26,0.444825,0.337325,0.21785
2025-01-29,0.16316363636363634,0.6854454545454546,0.15140909090909088
2024-09-07,0.3083,0.5924499999999999,0.09925
2023-05-02,0.0775,0.8341,0.0884
2024-04-26,0.0235,0.9577,0.0188
2024-01-18,0.15416666666666667,0.4824333333333333,0.3634
2024-03-08,0.2767,0.5274833333333333,0.1958
2023-09-20,0.2149,0.3723,0.4128
2024-07-23,0.0653,0.8046,0.1301
2024-02-29,0.0807,0.6288,0.2905
2023-07-12,0.57995,0.3052,0.1148
2024-03-27,0.0852,0.7767,0.13805
2024-05-15,0.20365,0.6408,0.15555
2023-08-15,0.0237,0.9527,0.0237
2023-09-18,0.3345,0.5630333333333334,0.1025
2024-04-07,0.0193,0.9635,0.0171
2024-02-27,0.0389,0.9095,0.0515
2025-02-21,0.0992,0.535,0.3658
2024-01-19,0.116,0.722575,0.16135
2023-11-20,0.2251,0.5638,0.211
2025-03-10,0.4579,0.2399,0.3022
2025-03-14,0.056420000000000005,0.8059,0.13768000000000002
2024-12-18,0.04195,0.9237500000000001,0.0343
2024-06-06,0.5607,0.1379,0.3015
2024-04-01,0.3942,0.1648,0.4411
2023-06-05,0.0322,0.9325,0.0353
2023-10-25,0.1241,0.6386499999999999,0.23725
2024-09-06,0.0634,0.81735,0.1193
2024-03-29,0.22235,0.6387,0.1389
2024-03-04,0.0466,0.88285,0.07055
2023-11-14,0.14046666666666666,0.6484,0.2111333333333333
2024-05-09,0.0941,0.3048,0.6011
2024-12-31,0.3718,0.3018,0.3264
2024-05-10,0.30306666666666665,0.333,0.3639666666666666
2025-02-25,0.0298,0.9338,0.0364
2025-02-27,0.0711,0.83975,0.08915000000000001
2025-01-26,0.0614,0.8422,0.0964
2024-11-18,0.0828,0.719,0.1981
2025-01-08,0.0449,0.8209,0.1342
2023-07-02,0.1079,0.8313,0.0608
2023-08-23,0.0283,0.92545,0.04625
2024-07-31,0.0913,0.63105,0.27765
2025-03-04,0.1943,0.439825,0.36585
2023-10-31,0.1471,0.3418,0.5111
2024-01-13,0.3128,0.3978,0.2894
2025-02-04,0.10686666666666667,0.7921,0.10106666666666668
2023-12-14,0.21105,0.42442500000000005,0.36457500000000004
2024-07-02,0.065,0.8783,0.0566
2023-07-28,0.125,0.7182,0.1568
2024-11-08,0.0862,0.5263,0.3875
2023-09-15,0.1799,0.64238,0.17772000000000002
2025-03-06,0.0208,0.945,0.0342
2024-09-19,0.0267,0.9366,0.0366
2024-01-05,0.1065,0.7823,0.1111
2024-11-11,0.059550000000000006,0.8656,0.07485
2023-08-18,0.11056666666666666,0.7935666666666666,0.09586666666666667
2024-05-13,0.06183333333333333,0.7693666666666666,0.1688333333333333
2023-07-13,0.48615,0.4225,0.0913
2024-05-01,0.058166666666666665,0.8864333333333333,0.05533333333333334
2024-01-26,0.0665,0.84195,0.0915
2024-10-15,0.048799999999999996,0.87685,0.07435
2025-01-19,0.0867,0.7316,0.1817
2024-06-03,0.0707,0.6247,0.3046
2024-01-31,0.0271,0.947,0.0259
2023-12-18,0.1291,0.1947,0.6762
2024-12-20,0.12335,0.6613,0.21534999999999999
2024-09-09,0.253,0.2842,0.4628
2024-10-28,0.2018,0.411,0.3871
2024-05-31,0.4123,0.3575,0.2302
2023-08-25,0.0619,0.8537,0.0844
2024-06-10,0.08276666666666666,0.6477666666666667,0.26940000000000003
2024-08-31,0.3029,0.2165,0.4807
2023-12-27,0.0944,0.7293,0.1763
2024-10-29,0.0279,0.9549,0.0172
2023-12-08,0.1995,0.5902,0.2103
2025-03-21,0.1625,0.6833,0.1542
2024-07-03,0.1245,0.34979999999999994,0.5257333333333334
2024-03-23,0.08015,0.8045,0.1153
2023-05-25,0.4372,0.4364666666666667,0.12633333333333333
2024-01-04,0.0861,0.60545,0.3084
2024-01-22,0.1081,0.6431,0.2488
