content,timestamp,platform,stock_name,delta_seconds,weight,label,fear_score,greed_score,neutral_score,reason
엔비디아도 이제 거르는,2025-01-07 08:22:03+00:00,toss,삼성전자,6425048.0,5.059798130381504e-33,,0.6,0.1,0.3,"부정적인 선택으로 공포 비중이 높으나, 명확한 손실 언급 없어 중립도 상대적으로 높음"
"나는 주식하면서 제일 이해안가는사람들
삼전은 안전해 삼전은 괜찮아 무조껀 삼전만 매수하는
삼전 무새들 
다른종목 돈 더많이벌꺼 많은데 왜 삼전에만 집착하고
매수하냐고 물어보면 저렇게 말함
주식삼전 이렇게 생각하는 사람이 너무 많다는게 참
놀라움
묵혀놓으면 오른다 라고 항상 말하던데
매일매일 들어와서 삼전 가격보더라
딱 삼전 가격만 보고 끔 다른 종목은 거들떠보도안함",2024-11-12 03:13:19+00:00,toss,삼성전자,11281972.0,1.9522268024692545e-57,,0.1,0.2,0.7,"주로 삼전에 대한 집착과 매수 행위를 비판하는 내용이지만, 강한 감정 표현보다는 의문과 비판적 관점이 주를 이룸"
"전 537층 탔는데 더이상 힘들어서 
어제 내림",2025-02-13 05:19:52+00:00,toss,삼성전자,3239179.0,5.2249691614237145e-17,,0.8,0.0,0.2,손실 인정과 체념의 표현으로 공포 비중이 높음
"5층부럽다 지금이라도 탈출가능한데
7층 펜트하우스라서  용사님이 구해줄때까지
갇혀있음",2025-02-17 23:50:00+00:00,toss,삼성전자,2826971.0,6.166951525363156e-15,,0.6,0.0,0.4,"탈출을 원하는 상황과 갇혀있다는 표현으로 공포가 드러나며, 구체적인 손실이나 하락 언급은 없어 중립적 요소도 일부 포함"
이제 다 샀으니까  올라가자,2024-10-23 00:38:53+00:00,toss,삼성전자,13019238.0,3.614635922751498e-66,,0.0,0.9,0.1,자신감과 상승에 대한 기대로 탐욕 비중이 높음
6만전자,2025-03-17 04:07:05+00:00,toss,삼성전자,478746.0,0.00392243883572,,0.0,0.0,1.0,구체적인 감정 표현 없이 정보 전달의 성격이 강함
물을 얼마나 타야될까,2024-09-30 05:04:53+00:00,toss,삼성전자,14990478.0,4.4618536209553035e-76,,0.2,0.1,0.7,고민하는 질문으로 중립 비중이 높음
4만초반되어도 비싸,2024-11-13 00:50:12+00:00,toss,삼성전자,11204159.0,4.8046495098224863e-57,,0.1,0.1,0.8,가격에 대한 평가로 중립적 태도가 높음
오만절자 오나,2024-09-30 11:03:48+00:00,toss,삼성전자,14968943.0,5.724824963746824e-76,,0.8,0.0,0.2,"비속어 사용과 부정적인 언급으로 공포 비중이 높으나, 정확한 맥락이 불분명하여 약간의 중립 비중 포함"
에고,2023-07-21 01:04:53+00:00,toss,삼성전자,52761678.0,6.17226143584661e-266,,0.0,0.0,1.0,감정 표현이 뚜렷하지 않아 중립으로 분류
그나저나정은이시키는무슨생각할까,2024-12-03 15:03:46+00:00,toss,삼성전자,9424945.0,4.21678457953325e-48,,0.0,0.0,1.0,감정이 뚜렷하지 않고 구체적인 주식 시장에 대한 언급이 없음
여기가 왜 젤 저가라고 생각이 들지이,2024-11-13 02:47:46+00:00,toss,삼성전자,11197105.0,5.213375921364758e-57,,0.0,0.0,1.0,질문 형태로 정보 탐색 또는 고민 표현으로 중립 비중이 높음
"올라갈까 말까
내려갈까 말까

솔직히 이정도 저점에서 좀 주워담아도 되는거 아닌가하는 생각도 드는데 
저항선 무너지니까 훅 내려가서 무서워잉",2024-09-10 07:53:07+00:00,toss,삼성전자,16708384.0,1.0336267534073446e-84,,0.6,0.2,0.2,"저항선 무너지며 하락이 두려움을 유발하지만, 저점 매수에 대한 고민도 보임"
내얼도 천만 주 넘게 팔텐데  3천 전자 가즈아,2024-10-24 13:15:12+00:00,toss,삼성전자,12887459.0,1.6613424029145785e-65,,0.1,0.8,0.1,‘가즈아’라는 표현으로 탐욕 비중이 높음
내가 삼전에 투자한 돈은,2024-12-09 05:57:44+00:00,toss,삼성전자,8939307.0,1.1643090207779089e-45,,0.0,0.0,1.0,"감정이 뚜렷하지 않고, 추가 정보나 결과에 대한 언급이 없음"
"오늘 같은 날 모아가는거죠
이제 200주 달성 올해안에 300주 목표",2024-04-15 06:34:57+00:00,toss,삼성전자,29500274.0,5.190460256390638e-149,,0.0,0.8,0.2,목표 주식 수량 달성 및 추가 목표 설정으로 탐욕 비중이 높음
근데 자사주 매입 했는데 왜 오르는거임,2024-11-18 00:07:57+00:00,toss,삼성전자,10774694.0,6.924553913607975e-55,,0.1,0.2,0.7,"질문 형태로 정보를 요청하며, 감정 표현이 뚜렷하지 않아 중립 비중이 높음"
