content,timestamp,platform,stock_name,label
더 떨어질까요아님 지금 담아야될까요,2024-04-22T14:00:13+09:00,toss,삼성전자,
"8월부터 같은 패턴 올려주는 척하다가 질질 흐르기
외인매도세만 전환되면 좋으련만",2024-10-23T11:28:41+09:00,toss,삼성전자,
오늘은 엄청 오른다  그냥 가만히 있어라,2024-07-31T08:09:19+09:00,toss,삼성전자,
"다들부러운 평단이네요
전66700쯤인데",2024-10-02T12:31:54+09:00,toss,삼성전자,
새해부터 빌빌,2025-01-02T10:44:28+09:00,toss,삼성전자,
개미들이 그만사야 외인들이 살텐데 우리나라개미들 우루루 몰려오니,2024-10-17T20:44:23+09:00,toss,삼성전자,
"삼전임원진들은 개미들쪽으로 매일 절해야함
삼전 믿어주는 개미들 없었음 얼마까지 폭락할지 감도안잡힘",2024-11-22T11:44:15+09:00,toss,삼성전자,
괴로우나 즐거우나 나라 사랑하세,2024-10-25T14:42:45+09:00,toss,삼성전자,
국힘에서  토표6인은  주인공 되겠는데,2024-12-07T18:57:47+09:00,toss,삼성전자,
힘없는놈,2023-07-26T10:51:34+09:00,toss,삼성전자,
야야 야,2024-10-02T09:09:49+09:00,toss,삼성전자,
이야 축하드립니다,2024-03-20T12:49:22+09:00,toss,삼성전자,
"직원들 하는 꼬라지 보면 4만원대까지 떨어졌으면 좋겠다
망할 감리 새키들",2024-12-10T14:54:43+09:00,toss,삼성전자,
"개인 기관의 평정심
외인들이 벼르고있구만",2024-07-11T09:08:40+09:00,toss,삼성전자,
눈치 좀 챙겨줄래,2025-03-05T13:56:18+09:00,toss,삼성전자,
휴 저번에 8만원 원금에 판게 다행이구만,2024-10-22T11:22:45+09:00,toss,삼성전자,
개미들나가서 내리가지만 안팜 내년까디,2023-12-27T10:00:07+09:00,toss,삼성전자,
금요일에 팔고 월요일에 떨어지면 사는게 삼성 국룰,2023-10-18T14:01:14+09:00,toss,삼성전자,
대 떡락장이 도래하는듯 다 던지고 튀어야할듯,2024-10-22T18:53:10+09:00,toss,삼성전자,
트럼프 만세,2025-02-11T19:50:45+09:00,toss,삼성전자,
내가 이걸 왜 샀을까,2024-12-19T13:56:07+09:00,toss,삼성전자,
6프로 달달,2024-11-15T10:47:42+09:00,toss,삼성전자,
굿,2024-11-18T09:01:23+09:00,toss,삼성전자,
님들 근데 매도 언제할꺼임 나는 7만원 초반쯤에 튈까 하는데,2024-10-31T12:05:06+09:00,toss,삼성전자,
호가애 벌써 판매대기가 장난아니네유,2024-06-07T08:57:02+09:00,toss,삼성전자,
63300 3주구입,2024-09-26T09:28:22+09:00,toss,삼성전자,
아 진짜 왜저래,2025-01-22T09:10:15+09:00,toss,삼성전자,
나이스다,2024-10-17T11:03:59+09:00,toss,삼성전자,
"오늘도 떨어지면 2시쯤 추매할란다 
평단 6인데 한 56까지 해야지",2024-11-13T08:24:24+09:00,toss,삼성전자,
내혈압이,2024-10-28T05:19:03+09:00,toss,삼성전자,
호가를 보니 떨어지려나 보다 하고 얼마정도인가 봤는데 7100  아 오늘도 냅두렵니다,2023-05-30T08:54:08+09:00,toss,삼성전자,
컄,2024-11-13T09:37:23+09:00,toss,삼성전자,
국장은 미장은 뭔말인 궁금부탁합니다,2024-12-23T11:24:49+09:00,toss,삼성전자,
경영진이 헛발질,2024-10-18T17:56:48+09:00,toss,삼성전자,
씨랄토스,2023-07-24T09:11:00+09:00,toss,삼성전자,
물렸난,2024-07-10T12:48:38+09:00,toss,삼성전자,
"3천원 

10만주 

매수합니다

비싸게

사드릴께요",2024-11-14T19:50:04+09:00,toss,삼성전자,
아이고 무겁다,2024-05-09T15:02:42+09:00,toss,삼성전자,
"오 드디어 7만전자 기다린 보람이 
자 이제 만원 더가야 본전이다",2023-05-26T10:07:06+09:00,toss,삼성전자,
오늘 밥값,2025-03-06T09:39:51+09:00,toss,삼성전자,
"엔비디아테슬라 떡락했다
9시되면 모두 튀라",2024-05-08T08:29:58+09:00,toss,삼성전자,
"기대 안했어
그냥 빨리 적당한 선에서 탈출하고 싶을뿐",2024-09-30T09:02:55+09:00,toss,삼성전자,
국장은 기업들하는 꼬라지 보면 투자안한다,2024-11-29T20:30:23+09:00,toss,삼성전자,
가즈아 시드 준비 되었다,2024-05-28T10:22:52+09:00,toss,삼성전자,
지금 사면되나요,2024-09-13T11:48:24+09:00,toss,삼성전자,
66대 들어오면 다시 들어오겠습니다79에서 물린분들 2년정도 기다려야할듯,2024-01-10T15:47:38+09:00,toss,삼성전자,
무슨일 있어요,2025-01-17T09:34:39+09:00,toss,삼성전자,
숨겨놓기 해야되나,2025-01-17T11:53:07+09:00,toss,삼성전자,
여러분 김치맨들은 언제나 극복을 해냈습니다  당장은 솔직히 됐지만 삼전도 해낼겁니다  버티세요 존버는 언젠간 승리합니다,2025-02-18T09:28:01+09:00,toss,삼성전자,
"삼전이 망하면 대한민국이 망한다고
삼전이 망하진 않아 
개미들 주식이 망하지
이평선 다깨져서 어디가 하따인지도 모르는데 니네때문에 yc도 안가서 열받아죽겠어",2024-11-06T10:56:31+09:00,toss,삼성전자,
형  맞아,2024-03-21T16:36:23+09:00,toss,삼성전자,
8월 5일 블랙먼데이나 지금이나,2024-09-03T14:40:19+09:00,toss,삼성전자,
판매 대기가 많은 거 보면 또 빠질 듯,2024-10-28T11:28:41+09:00,toss,삼성전자,
주가를 올리기 위해서는 모두의 좋아요가 필요해 좋아요를 눌러서 주가를 올리자,2023-11-17T08:45:18+09:00,toss,삼성전자,
5만7천원 정도 기회일까요,2024-10-02T09:09:47+09:00,toss,삼성전자,
에과리 쩌억 야무지게 머거야징,2025-02-03T12:07:30+09:00,toss,삼성전자,
평단 54 285주,2025-01-08T10:45:21+09:00,toss,삼성전자,
뭔일이죠 시외가,2024-06-04T17:00:18+09:00,toss,삼성전자,
